"","ST","DATE","UR","State","Crisis","Months"
"4842","NE",2021-01-01,3.2,"Nebraska","Covid-19",12
"4843","NE",2021-02-01,3.1,"Nebraska","Covid-19",13
"4844","NE",2021-03-01,2.9,"Nebraska","Covid-19",14
"4845","NE",2021-04-01,2.8,"Nebraska","Covid-19",15
"4846","NE",2021-05-01,2.6,"Nebraska","Covid-19",16
"4847","NE",2021-06-01,2.5,"Nebraska","Covid-19",17
"4848","NE",2021-07-01,2.3,"Nebraska","Covid-19",18
"4912","NH",2020-01-01,2.6,"New Hampshire","Covid-19",0
"4913","NH",2020-02-01,2.6,"New Hampshire","Covid-19",1
"4915","NH",2020-04-01,16,"New Hampshire","Covid-19",3
"4916","NH",2020-05-01,13.4,"New Hampshire","Covid-19",4
"4917","NH",2020-06-01,10.3,"New Hampshire","Covid-19",5
"4918","NH",2020-07-01,8.1,"New Hampshire","Covid-19",6
"4919","NH",2020-08-01,6.6,"New Hampshire","Covid-19",7
"4920","NH",2020-09-01,5.5,"New Hampshire","Covid-19",8
"4921","NH",2020-10-01,4.7,"New Hampshire","Covid-19",9
"4922","NH",2020-11-01,4.2,"New Hampshire","Covid-19",10
"4923","NH",2020-12-01,3.8,"New Hampshire","Covid-19",11
"4924","NH",2021-01-01,3.6,"New Hampshire","Covid-19",12
"4925","NH",2021-02-01,3.3,"New Hampshire","Covid-19",13
"4926","NH",2021-03-01,3,"New Hampshire","Covid-19",14
"4927","NH",2021-04-01,2.8,"New Hampshire","Covid-19",15
"4928","NH",2021-05-01,2.9,"New Hampshire","Covid-19",16
"4929","NH",2021-06-01,2.9,"New Hampshire","Covid-19",17
"4930","NH",2021-07-01,2.9,"New Hampshire","Covid-19",18
"4954","NH",2020-03-01,2.7,"New Hampshire","Covid-19",2
"5198","NJ",2021-01-01,7.8,"New Jersey","Covid-19",12
"5199","NJ",2020-01-01,3.7,"New Jersey","Covid-19",0
"5200","NJ",2020-02-01,3.7,"New Jersey","Covid-19",1
"5201","NJ",2020-03-01,3.8,"New Jersey","Covid-19",2
"5202","NJ",2020-04-01,16.6,"New Jersey","Covid-19",3
"5203","NJ",2020-05-01,16.5,"New Jersey","Covid-19",4
"5204","NJ",2020-06-01,16.3,"New Jersey","Covid-19",5
"5205","NJ",2020-07-01,13.1,"New Jersey","Covid-19",6
"5206","NJ",2020-08-01,11,"New Jersey","Covid-19",7
"5207","NJ",2020-09-01,7.8,"New Jersey","Covid-19",8
"5208","NJ",2020-10-01,7.7,"New Jersey","Covid-19",9
"5209","NJ",2020-11-01,10.2,"New Jersey","Covid-19",10
"5210","NJ",2020-12-01,7.7,"New Jersey","Covid-19",11
"5211","NJ",2021-05-01,7.2,"New Jersey","Covid-19",16
"5212","NJ",2021-02-01,7.8,"New Jersey","Covid-19",13
"5213","NJ",2021-03-01,7.6,"New Jersey","Covid-19",14
"5214","NJ",2021-04-01,7.5,"New Jersey","Covid-19",15
"5215","NJ",2021-06-01,7.2,"New Jersey","Covid-19",17
"5216","NJ",2021-07-01,7.3,"New Jersey","Covid-19",18
"5217","NM",2020-01-01,5.1,"New Mexico","Covid-19",0
"5239","NM",2020-02-01,5.3,"New Mexico","Covid-19",1
"5240","NM",2020-03-01,5.4,"New Mexico","Covid-19",2
"5241","NM",2020-04-01,10,"New Mexico","Covid-19",3
"5242","NM",2020-05-01,10,"New Mexico","Covid-19",4
"5243","NM",2020-06-01,9.8,"New Mexico","Covid-19",5
"5244","NM",2020-07-01,12.5,"New Mexico","Covid-19",6
"5245","NM",2020-08-01,9.3,"New Mexico","Covid-19",7
"5246","NM",2020-09-01,8.6,"New Mexico","Covid-19",8
"5247","NM",2020-10-01,8.5,"New Mexico","Covid-19",9
"5248","NM",2020-11-01,8.5,"New Mexico","Covid-19",10
"5249","NM",2020-12-01,8.6,"New Mexico","Covid-19",11
"5250","NM",2021-01-01,8.7,"New Mexico","Covid-19",12
"5251","NM",2021-02-01,8.3,"New Mexico","Covid-19",13
"5252","NM",2021-03-01,8.3,"New Mexico","Covid-19",14
"5253","NM",2021-04-01,8.1,"New Mexico","Covid-19",15
"5254","NM",2021-05-01,7.9,"New Mexico","Covid-19",16
"5255","NM",2021-06-01,7.9,"New Mexico","Covid-19",17
"5256","NM",2021-07-01,7.6,"New Mexico","Covid-19",18
"5486","NV",2020-04-01,29.5,"Nevada","Covid-19",3
"5487","NV",2020-05-01,24.5,"Nevada","Covid-19",4
"5488","NV",2020-06-01,15.4,"Nevada","Covid-19",5
"5489","NV",2020-07-01,16.6,"Nevada","Covid-19",6
"5490","NV",2020-08-01,14.5,"Nevada","Covid-19",7
"5491","NV",2020-09-01,13,"Nevada","Covid-19",8
"5492","NV",2020-10-01,12,"Nevada","Covid-19",9
"5493","NV",2020-11-01,8.7,"Nevada","Covid-19",10
"5494","NV",2020-12-01,8.2,"Nevada","Covid-19",11
"5495","NV",2021-01-01,8.5,"Nevada","Covid-19",12
"5496","NV",2021-02-01,8.4,"Nevada","Covid-19",13
"5497","NV",2021-03-01,8.1,"Nevada","Covid-19",14
"5498","NV",2021-04-01,8,"Nevada","Covid-19",15
"5499","NV",2021-05-01,7.8,"Nevada","Covid-19",16
"5500","NV",2021-06-01,7.8,"Nevada","Covid-19",17
"5501","NV",2021-07-01,7.7,"Nevada","Covid-19",18
"5524","NV",2020-01-01,3.7,"Nevada","Covid-19",0
"5525","NV",2020-02-01,3.7,"Nevada","Covid-19",1
"5542","NV",2020-03-01,6.4,"Nevada","Covid-19",2
"5645","NY",2020-01-01,3.8,"New York","Covid-19",0
"5646","NY",2020-02-01,3.9,"New York","Covid-19",1
"5647","NY",2020-03-01,3.9,"New York","Covid-19",2
"5648","NY",2020-04-01,16.2,"New York","Covid-19",3
"5649","NY",2020-05-01,15.7,"New York","Covid-19",4
"5650","NY",2020-06-01,15,"New York","Covid-19",5
"5651","NY",2020-07-01,14.7,"New York","Covid-19",6
"5652","NY",2020-08-01,11.7,"New York","Covid-19",7
"5653","NY",2020-09-01,10,"New York","Covid-19",8
"5654","NY",2020-10-01,8.7,"New York","Covid-19",9
"5655","NY",2020-11-01,8.7,"New York","Covid-19",10
"5656","NY",2020-12-01,8.7,"New York","Covid-19",11
"5657","NY",2021-01-01,8.8,"New York","Covid-19",12
"5658","NY",2021-02-01,8.9,"New York","Covid-19",13
"5659","NY",2021-03-01,8.4,"New York","Covid-19",14
"5660","NY",2021-04-01,8.2,"New York","Covid-19",15
"5661","NY",2021-05-01,7.8,"New York","Covid-19",16
"5662","NY",2021-06-01,7.7,"New York","Covid-19",17
"5663","NY",2021-07-01,7.6,"New York","Covid-19",18
"5809","OH",2020-01-01,4.5,"Ohio","Covid-19",0
"5810","OH",2020-02-01,4.7,"Ohio","Covid-19",1
"5811","OH",2020-03-01,4.9,"Ohio","Covid-19",2
"5812","OH",2020-04-01,16.4,"Ohio","Covid-19",3
"5813","OH",2020-05-01,14.9,"Ohio","Covid-19",4
"5814","OH",2020-06-01,10.3,"Ohio","Covid-19",5
"5815","OH",2020-07-01,9.3,"Ohio","Covid-19",6
"5816","OH",2020-08-01,9,"Ohio","Covid-19",7
"5817","OH",2020-09-01,7.4,"Ohio","Covid-19",8
"5818","OH",2020-10-01,5.6,"Ohio","Covid-19",9
"5819","OH",2020-11-01,5.6,"Ohio","Covid-19",10
"5820","OH",2020-12-01,5.6,"Ohio","Covid-19",11
"5821","OH",2021-01-01,5.3,"Ohio","Covid-19",12
"5822","OH",2021-02-01,5,"Ohio","Covid-19",13
"5823","OH",2021-03-01,4.7,"Ohio","Covid-19",14
"5824","OH",2021-04-01,4.7,"Ohio","Covid-19",15
"5825","OH",2021-05-01,5,"Ohio","Covid-19",16
"5826","OH",2021-06-01,5.2,"Ohio","Covid-19",17
"5827","OH",2021-07-01,5.4,"Ohio","Covid-19",18
"5971","OK",2020-01-01,3.1,"Oklahoma","Covid-19",0
"5972","OK",2020-02-01,3.1,"Oklahoma","Covid-19",1
"5973","OK",2020-03-01,3.2,"Oklahoma","Covid-19",2
"5974","OK",2020-04-01,13,"Oklahoma","Covid-19",3
"5975","OK",2020-05-01,9.5,"Oklahoma","Covid-19",4
"5976","OK",2020-06-01,8.2,"Oklahoma","Covid-19",5
"5977","OK",2020-07-01,7.2,"Oklahoma","Covid-19",6
"5978","OK",2020-08-01,6.3,"Oklahoma","Covid-19",7
"5979","OK",2020-09-01,5.7,"Oklahoma","Covid-19",8
"5980","OK",2020-10-01,5.2,"Oklahoma","Covid-19",9
"5981","OK",2020-11-01,4.8,"Oklahoma","Covid-19",10
"5982","OK",2020-12-01,4.5,"Oklahoma","Covid-19",11
"5983","OK",2021-01-01,4.4,"Oklahoma","Covid-19",12
"5984","OK",2021-02-01,4.4,"Oklahoma","Covid-19",13
"5985","OK",2021-03-01,4.3,"Oklahoma","Covid-19",14
"5986","OK",2021-04-01,4.1,"Oklahoma","Covid-19",15
"5987","OK",2021-05-01,3.9,"Oklahoma","Covid-19",16
"5988","OK",2021-06-01,3.7,"Oklahoma","Covid-19",17
"5989","OK",2021-07-01,3.5,"Oklahoma","Covid-19",18
"6136","OR",2020-01-01,3.4,"Oregon","Covid-19",0
"6137","OR",2020-02-01,3.5,"Oregon","Covid-19",1
"6138","OR",2020-03-01,3.6,"Oregon","Covid-19",2
"6139","OR",2020-04-01,13.2,"Oregon","Covid-19",3
"6140","OR",2020-05-01,11.7,"Oregon","Covid-19",4
"6141","OR",2020-06-01,10.3,"Oregon","Covid-19",5
"6142","OR",2020-07-01,9.6,"Oregon","Covid-19",6
"6143","OR",2020-08-01,8.4,"Oregon","Covid-19",7
"6144","OR",2020-09-01,7.5,"Oregon","Covid-19",8
"6145","OR",2020-10-01,7,"Oregon","Covid-19",9
"6146","OR",2020-11-01,6.6,"Oregon","Covid-19",10
"6147","OR",2020-12-01,6.3,"Oregon","Covid-19",11
"6148","OR",2021-01-01,6.2,"Oregon","Covid-19",12
"6149","OR",2021-02-01,6.1,"Oregon","Covid-19",13
"6150","OR",2021-03-01,6,"Oregon","Covid-19",14
"6151","OR",2021-04-01,5.9,"Oregon","Covid-19",15
"6152","OR",2021-05-01,5.8,"Oregon","Covid-19",16
"6153","OR",2021-06-01,5.6,"Oregon","Covid-19",17
"6154","OR",2021-07-01,5.2,"Oregon","Covid-19",18
"6216","PA",2020-01-01,4.8,"Pennsylvania","Covid-19",0
"6217","PA",2020-02-01,5,"Pennsylvania","Covid-19",1
"6218","PA",2020-03-01,5.1,"Pennsylvania","Covid-19",2
"6219","PA",2020-04-01,16.2,"Pennsylvania","Covid-19",3
"6220","PA",2020-05-01,13.5,"Pennsylvania","Covid-19",4
"6221","PA",2020-06-01,13.3,"Pennsylvania","Covid-19",5
"6222","PA",2020-07-01,13,"Pennsylvania","Covid-19",6
"6223","PA",2020-08-01,10.2,"Pennsylvania","Covid-19",7
"6224","PA",2020-09-01,7.1,"Pennsylvania","Covid-19",8
"6225","PA",2020-10-01,7,"Pennsylvania","Covid-19",9
"6226","PA",2020-11-01,7.1,"Pennsylvania","Covid-19",10
"6227","PA",2020-12-01,7.1,"Pennsylvania","Covid-19",11
"6228","PA",2021-01-01,7.3,"Pennsylvania","Covid-19",12
"6229","PA",2021-02-01,7.4,"Pennsylvania","Covid-19",13
"6230","PA",2021-03-01,7.3,"Pennsylvania","Covid-19",14
"6231","PA",2021-04-01,7.1,"Pennsylvania","Covid-19",15
"6232","PA",2021-05-01,7,"Pennsylvania","Covid-19",16
"6233","PA",2021-06-01,6.9,"Pennsylvania","Covid-19",17
"6234","PA",2021-07-01,6.6,"Pennsylvania","Covid-19",18
"6502","RI",2020-01-01,3.8,"Rhode Island","Covid-19",0
"6503","RI",2020-02-01,4,"Rhode Island","Covid-19",1
"6504","RI",2020-03-01,4,"Rhode Island","Covid-19",2
"6505","RI",2020-04-01,17.4,"Rhode Island","Covid-19",3
"6506","RI",2020-05-01,12.9,"Rhode Island","Covid-19",4
"6507","RI",2020-06-01,10.9,"Rhode Island","Covid-19",5
"6508","RI",2020-07-01,14,"Rhode Island","Covid-19",6
"6509","RI",2020-08-01,12.6,"Rhode Island","Covid-19",7
"6510","RI",2020-09-01,10.9,"Rhode Island","Covid-19",8
"6511","RI",2020-10-01,7.3,"Rhode Island","Covid-19",9
"6512","RI",2020-11-01,7.9,"Rhode Island","Covid-19",10
"6513","RI",2020-12-01,7.9,"Rhode Island","Covid-19",11
"6514","RI",2021-01-01,7.2,"Rhode Island","Covid-19",12
"6515","RI",2021-02-01,7.3,"Rhode Island","Covid-19",13
"6516","RI",2021-03-01,7,"Rhode Island","Covid-19",14
"6517","RI",2021-04-01,6.3,"Rhode Island","Covid-19",15
"6518","RI",2021-05-01,6,"Rhode Island","Covid-19",16
"6519","RI",2021-06-01,5.9,"Rhode Island","Covid-19",17
"6520","RI",2021-07-01,5.8,"Rhode Island","Covid-19",18
"6542","SC",2020-01-01,2.6,"South Carolina","Covid-19",0
"6543","SC",2020-02-01,2.8,"South Carolina","Covid-19",1
"6544","SC",2020-03-01,3,"South Carolina","Covid-19",2
"6545","SC",2020-04-01,11.5,"South Carolina","Covid-19",3
"6546","SC",2020-05-01,11.5,"South Carolina","Covid-19",4
"6547","SC",2020-06-01,7.7,"South Carolina","Covid-19",5
"6548","SC",2020-07-01,7.6,"South Carolina","Covid-19",6
"6549","SC",2020-08-01,5.4,"South Carolina","Covid-19",7
"6550","SC",2020-09-01,5.4,"South Carolina","Covid-19",8
"6551","SC",2020-10-01,5.4,"South Carolina","Covid-19",9
"6552","SC",2020-11-01,5.6,"South Carolina","Covid-19",10
"6553","SC",2020-12-01,5.6,"South Carolina","Covid-19",11
"6554","SC",2021-01-01,5.3,"South Carolina","Covid-19",12
"6555","SC",2021-02-01,5.2,"South Carolina","Covid-19",13
"6556","SC",2021-03-01,5.1,"South Carolina","Covid-19",14
"6557","SC",2021-04-01,5,"South Carolina","Covid-19",15
"6558","SC",2021-05-01,4.6,"South Carolina","Covid-19",16
"6559","SC",2021-06-01,4.5,"South Carolina","Covid-19",17
"6560","SC",2021-07-01,4.3,"South Carolina","Covid-19",18
"6786","SD",2020-01-01,2.9,"South Dakota","Covid-19",0
"6787","SD",2020-02-01,2.9,"South Dakota","Covid-19",1
"6788","SD",2020-03-01,2.9,"South Dakota","Covid-19",2
"6789","SD",2020-04-01,9.2,"South Dakota","Covid-19",3
"6790","SD",2020-05-01,7,"South Dakota","Covid-19",4
"6791","SD",2020-06-01,6.1,"South Dakota","Covid-19",5
"6792","SD",2020-07-01,5.4,"South Dakota","Covid-19",6
"6793","SD",2020-08-01,4.7,"South Dakota","Covid-19",7
"6794","SD",2020-09-01,4,"South Dakota","Covid-19",8
"6795","SD",2020-10-01,3.7,"South Dakota","Covid-19",9
"6796","SD",2020-11-01,3.6,"South Dakota","Covid-19",10
"6797","SD",2020-12-01,3.3,"South Dakota","Covid-19",11
"6798","SD",2021-01-01,3.1,"South Dakota","Covid-19",12
"6799","SD",2021-02-01,3,"South Dakota","Covid-19",13
"6800","SD",2021-03-01,2.9,"South Dakota","Covid-19",14
"6801","SD",2021-04-01,2.8,"South Dakota","Covid-19",15
"6802","SD",2021-05-01,2.8,"South Dakota","Covid-19",16
"6803","SD",2021-06-01,2.9,"South Dakota","Covid-19",17
"6804","SD",2021-07-01,2.9,"South Dakota","Covid-19",18
"6991","TN",2020-01-01,3.7,"Tennessee","Covid-19",0
"6992","TN",2020-02-01,3.9,"Tennessee","Covid-19",1
"6993","TN",2020-03-01,4,"Tennessee","Covid-19",2
"6994","TN",2020-04-01,15.8,"Tennessee","Covid-19",3
"6995","TN",2020-05-01,9.6,"Tennessee","Covid-19",4
"6996","TN",2020-06-01,9.3,"Tennessee","Covid-19",5
"6997","TN",2020-07-01,8.9,"Tennessee","Covid-19",6
"6998","TN",2020-08-01,8.1,"Tennessee","Covid-19",7
"6999","TN",2020-09-01,7.9,"Tennessee","Covid-19",8
"7000","TN",2020-10-01,7.8,"Tennessee","Covid-19",9
"7001","TN",2020-11-01,5.6,"Tennessee","Covid-19",10
"7002","TN",2020-12-01,5.6,"Tennessee","Covid-19",11
"7003","TN",2021-01-01,5.1,"Tennessee","Covid-19",12
"7004","TN",2021-02-01,4.9,"Tennessee","Covid-19",13
"7005","TN",2021-03-01,5.1,"Tennessee","Covid-19",14
"7006","TN",2021-04-01,5,"Tennessee","Covid-19",15
"7007","TN",2021-05-01,5,"Tennessee","Covid-19",16
"7008","TN",2021-06-01,4.9,"Tennessee","Covid-19",17
"7009","TN",2021-07-01,4.7,"Tennessee","Covid-19",18
"7112","TX",2020-01-01,3.6,"Texas","Covid-19",0
"7113","TX",2020-02-01,3.7,"Texas","Covid-19",1
"7114","TX",2020-03-01,4.9,"Texas","Covid-19",2
"7115","TX",2020-04-01,12.9,"Texas","Covid-19",3
"7116","TX",2020-05-01,11.6,"Texas","Covid-19",4
"7117","TX",2020-06-01,10.2,"Texas","Covid-19",5
"7118","TX",2020-07-01,9.3,"Texas","Covid-19",6
"7119","TX",2020-08-01,6.9,"Texas","Covid-19",7
"7120","TX",2020-09-01,7.9,"Texas","Covid-19",8
"7121","TX",2020-10-01,7.3,"Texas","Covid-19",9
"7122","TX",2020-11-01,7.2,"Texas","Covid-19",10
"7123","TX",2020-12-01,6.9,"Texas","Covid-19",11
"7124","TX",2021-01-01,6.8,"Texas","Covid-19",12
"7125","TX",2021-02-01,6.9,"Texas","Covid-19",13
"7126","TX",2021-03-01,6.9,"Texas","Covid-19",14
"7127","TX",2021-04-01,6.7,"Texas","Covid-19",15
"7128","TX",2021-05-01,6.6,"Texas","Covid-19",16
"7129","TX",2021-06-01,6.5,"Texas","Covid-19",17
"7130","TX",2021-07-01,6.2,"Texas","Covid-19",18
"7251","U.S.",2020-01-01,3.5,"U.S.","Covid-19",0
"7252","U.S.",2020-02-01,3.5,"U.S.","Covid-19",1
"7253","U.S.",2020-03-01,4.4,"U.S.","Covid-19",2
"7254","U.S.",2020-04-01,14.8,"U.S.","Covid-19",3
"7255","U.S.",2020-05-01,13.3,"U.S.","Covid-19",4
"7256","U.S.",2020-06-01,11.1,"U.S.","Covid-19",5
"7257","U.S.",2020-07-01,10.2,"U.S.","Covid-19",6
"7258","U.S.",2020-08-01,8.4,"U.S.","Covid-19",7
"7259","U.S.",2020-09-01,7.8,"U.S.","Covid-19",8
"7260","U.S.",2020-10-01,6.9,"U.S.","Covid-19",9
"7261","U.S.",2020-11-01,6.7,"U.S.","Covid-19",10
"7262","U.S.",2020-12-01,6.7,"U.S.","Covid-19",11
"7263","U.S.",2021-01-01,6.3,"U.S.","Covid-19",12
"7264","U.S.",2021-02-01,6.2,"U.S.","Covid-19",13
"7265","U.S.",2021-03-01,6,"U.S.","Covid-19",14
"7266","U.S.",2021-04-01,6.1,"U.S.","Covid-19",15
"7267","U.S.",2021-05-01,5.8,"U.S.","Covid-19",16
"7268","U.S.",2021-06-01,5.9,"U.S.","Covid-19",17
"7269","U.S.",2021-07-01,5.4,"U.S.","Covid-19",18
"7440","UT",2020-01-01,2.4,"Utah","Covid-19",0
"7441","UT",2020-02-01,2.5,"Utah","Covid-19",1
"7442","UT",2020-03-01,2.5,"Utah","Covid-19",2
"7443","UT",2020-04-01,10.1,"Utah","Covid-19",3
"7444","UT",2020-05-01,7.6,"Utah","Covid-19",4
"7445","UT",2020-06-01,6.3,"Utah","Covid-19",5
"7446","UT",2020-07-01,5.4,"Utah","Covid-19",6
"7447","UT",2020-08-01,4.8,"Utah","Covid-19",7
"7448","UT",2020-09-01,4.2,"Utah","Covid-19",8
"7449","UT",2020-10-01,3.8,"Utah","Covid-19",9
"7450","UT",2020-11-01,3.5,"Utah","Covid-19",10
"7451","UT",2020-12-01,3.3,"Utah","Covid-19",11
"7452","UT",2021-01-01,3.1,"Utah","Covid-19",12
"7453","UT",2021-02-01,3,"Utah","Covid-19",13
"7454","UT",2021-03-01,2.9,"Utah","Covid-19",14
"7455","UT",2021-04-01,2.8,"Utah","Covid-19",15
"7456","UT",2021-05-01,2.7,"Utah","Covid-19",16
"7457","UT",2021-06-01,2.7,"Utah","Covid-19",17
"7458","UT",2021-07-01,2.6,"Utah","Covid-19",18
"7602","VA",2020-01-01,2.5,"Virginia","Covid-19",0
"7603","VA",2020-02-01,2.5,"Virginia","Covid-19",1
"7604","VA",2020-03-01,2.6,"Virginia","Covid-19",2
"7605","VA",2020-04-01,11.3,"Virginia","Covid-19",3
"7606","VA",2020-05-01,8.5,"Virginia","Covid-19",4
"7607","VA",2020-06-01,8.8,"Virginia","Covid-19",5
"7608","VA",2020-07-01,7.9,"Virginia","Covid-19",6
"7609","VA",2020-08-01,7,"Virginia","Covid-19",7
"7610","VA",2020-09-01,6.6,"Virginia","Covid-19",8
"7611","VA",2020-10-01,6.1,"Virginia","Covid-19",9
"7612","VA",2020-11-01,5.8,"Virginia","Covid-19",10
"7613","VA",2020-12-01,5.6,"Virginia","Covid-19",11
"7614","VA",2021-01-01,5.3,"Virginia","Covid-19",12
"7615","VA",2021-02-01,5.2,"Virginia","Covid-19",13
"7616","VA",2021-03-01,5.1,"Virginia","Covid-19",14
"7617","VA",2021-04-01,4.7,"Virginia","Covid-19",15
"7618","VA",2021-05-01,4.5,"Virginia","Covid-19",16
"7619","VA",2021-06-01,4.3,"Virginia","Covid-19",17
"7620","VA",2021-07-01,4.2,"Virginia","Covid-19",18
"7764","VT",2020-01-01,2.5,"Vermont","Covid-19",0
"7765","VT",2020-02-01,2.5,"Vermont","Covid-19",1
"7766","VT",2020-03-01,2.6,"Vermont","Covid-19",2
"7767","VT",2020-04-01,14.8,"Vermont","Covid-19",3
"7768","VT",2020-05-01,9.3,"Vermont","Covid-19",4
"7769","VT",2020-06-01,7.7,"Vermont","Covid-19",5
"7770","VT",2020-07-01,6.4,"Vermont","Covid-19",6
"7771","VT",2020-08-01,5.4,"Vermont","Covid-19",7
"7772","VT",2020-09-01,4.6,"Vermont","Covid-19",8
"7773","VT",2020-10-01,4,"Vermont","Covid-19",9
"7774","VT",2020-11-01,3.7,"Vermont","Covid-19",10
"7775","VT",2020-12-01,3.5,"Vermont","Covid-19",11
"7776","VT",2021-01-01,3.2,"Vermont","Covid-19",12
"7777","VT",2021-02-01,3,"Vermont","Covid-19",13
"7778","VT",2021-03-01,2.9,"Vermont","Covid-19",14
"7779","VT",2021-04-01,2.9,"Vermont","Covid-19",15
"7780","VT",2021-05-01,3,"Vermont","Covid-19",16
"7781","VT",2021-06-01,3.1,"Vermont","Covid-19",17
"7782","VT",2021-07-01,3,"Vermont","Covid-19",18
"7846","WA",2020-01-01,4,"Washington","Covid-19",0
"7847","WA",2020-02-01,4.1,"Washington","Covid-19",1
"7848","WA",2020-03-01,5.3,"Washington","Covid-19",2
"7849","WA",2020-04-01,16.3,"Washington","Covid-19",3
"7850","WA",2020-05-01,12.5,"Washington","Covid-19",4
"7851","WA",2020-06-01,10.8,"Washington","Covid-19",5
"7852","WA",2020-07-01,10.8,"Washington","Covid-19",6
"7853","WA",2020-08-01,9.1,"Washington","Covid-19",7
"7854","WA",2020-09-01,8,"Washington","Covid-19",8
"7855","WA",2020-10-01,7,"Washington","Covid-19",9
"7856","WA",2020-11-01,6.7,"Washington","Covid-19",10
"7857","WA",2020-12-01,6.3,"Washington","Covid-19",11
"7858","WA",2021-01-01,6,"Washington","Covid-19",12
"7859","WA",2021-02-01,5.6,"Washington","Covid-19",13
"7860","WA",2021-03-01,5.5,"Washington","Covid-19",14
"7861","WA",2021-04-01,5.4,"Washington","Covid-19",15
"7862","WA",2021-05-01,5.2,"Washington","Covid-19",16
"7863","WA",2021-06-01,5.2,"Washington","Covid-19",17
"7864","WA",2021-07-01,5.1,"Washington","Covid-19",18
"8009","WI",2020-01-01,3.3,"Wisconsin","Covid-19",0
"8010","WI",2020-02-01,3.3,"Wisconsin","Covid-19",1
"8011","WI",2020-03-01,3.2,"Wisconsin","Covid-19",2
"8012","WI",2020-04-01,14.8,"Wisconsin","Covid-19",3
"8013","WI",2020-05-01,10.4,"Wisconsin","Covid-19",4
"8014","WI",2020-06-01,8.6,"Wisconsin","Covid-19",5
"8015","WI",2020-07-01,7.2,"Wisconsin","Covid-19",6
"8016","WI",2020-08-01,6.1,"Wisconsin","Covid-19",7
"8017","WI",2020-09-01,5.2,"Wisconsin","Covid-19",8
"8018","WI",2020-10-01,4.8,"Wisconsin","Covid-19",9
"8019","WI",2020-11-01,4.4,"Wisconsin","Covid-19",10
"8020","WI",2020-12-01,4,"Wisconsin","Covid-19",11
"8021","WI",2021-01-01,3.8,"Wisconsin","Covid-19",12
"8022","WI",2021-02-01,3.8,"Wisconsin","Covid-19",13
"8023","WI",2021-03-01,3.8,"Wisconsin","Covid-19",14
"8024","WI",2021-04-01,3.9,"Wisconsin","Covid-19",15
"8025","WI",2021-05-01,3.9,"Wisconsin","Covid-19",16
"8026","WI",2021-06-01,3.9,"Wisconsin","Covid-19",17
"8027","WI",2021-07-01,3.9,"Wisconsin","Covid-19",18
"8295","WV",2020-01-01,5,"West Virginia","Covid-19",0
"8296","WV",2020-02-01,5.1,"West Virginia","Covid-19",1
"8297","WV",2020-03-01,5.3,"West Virginia","Covid-19",2
"8298","WV",2020-04-01,15.6,"West Virginia","Covid-19",3
"8299","WV",2020-05-01,11.9,"West Virginia","Covid-19",4
"8300","WV",2020-06-01,10.5,"West Virginia","Covid-19",5
"8301","WV",2020-07-01,9.4,"West Virginia","Covid-19",6
"8302","WV",2020-08-01,8.5,"West Virginia","Covid-19",7
"8303","WV",2020-09-01,7.9,"West Virginia","Covid-19",8
"8304","WV",2020-10-01,7.4,"West Virginia","Covid-19",9
"8305","WV",2020-11-01,7,"West Virginia","Covid-19",10
"8306","WV",2020-12-01,6.7,"West Virginia","Covid-19",11
"8307","WV",2021-01-01,6.5,"West Virginia","Covid-19",12
"8308","WV",2021-02-01,6.2,"West Virginia","Covid-19",13
"8309","WV",2021-03-01,5.9,"West Virginia","Covid-19",14
"8310","WV",2021-04-01,5.8,"West Virginia","Covid-19",15
"8311","WV",2021-05-01,5.5,"West Virginia","Covid-19",16
"8312","WV",2021-06-01,5.3,"West Virginia","Covid-19",17
"8313","WV",2021-07-01,5,"West Virginia","Covid-19",18
"8416","WY",2020-01-01,4.4,"Wyoming","Covid-19",0
"8417","WY",2020-02-01,4.8,"Wyoming","Covid-19",1
"8418","WY",2020-03-01,5.1,"Wyoming","Covid-19",2
"8419","WY",2020-04-01,5.5,"Wyoming","Covid-19",3
"8420","WY",2020-05-01,8.5,"Wyoming","Covid-19",4
"8421","WY",2020-06-01,7.4,"Wyoming","Covid-19",5
"8422","WY",2020-07-01,6.8,"Wyoming","Covid-19",6
"8423","WY",2020-08-01,6.2,"Wyoming","Covid-19",7
"8424","WY",2020-09-01,5.7,"Wyoming","Covid-19",8
"8425","WY",2020-10-01,5.4,"Wyoming","Covid-19",9
"8426","WY",2020-11-01,5.3,"Wyoming","Covid-19",10
"8427","WY",2020-12-01,5.2,"Wyoming","Covid-19",11
"8428","WY",2021-01-01,5.1,"Wyoming","Covid-19",12
"8429","WY",2021-02-01,5.3,"Wyoming","Covid-19",13
"8430","WY",2021-03-01,5.3,"Wyoming","Covid-19",14
"8431","WY",2021-04-01,5.4,"Wyoming","Covid-19",15
"8432","WY",2021-05-01,5.4,"Wyoming","Covid-19",16
"8433","WY",2021-06-01,5.4,"Wyoming","Covid-19",17
"8434","WY",2021-07-01,5.2,"Wyoming","Covid-19",18
